	text	labels
881645	Well, this... this business of having a court recharacterize a motion as a 2255 motion was a doctrine that seems to have been developed before AEDPA was enacted, and some circuits since the enactment of AEDPA have decided that if they're going... if the district court is going to do that, that some notice should be given, certainly to a pro se petitioner, about the consequences of that recharacterization.	0
2598646	That seems to me just completely contrary to the whole idea of the truth that the First Amendment is designed to vindicate.	1
6618507	what happens if he refuses? Is he put in a different type of confinement with different terms and conditions?	1
9253854	Would that change the case?	1
9843	But the Iowa... the Iowa Supreme Court seems to think it could look to what was the real purpose, not the purpose that we could conceive.	1
1191037	On that s- wait...	1
1468659	We had a context there where we supported it, but in the process said the sniff, the dog sniff, was not a search.	0
2087819	It didn't say it in... it said prompt judicial review, whatever that meant.	1
4382823	I absolutely do, I absolutely do.	1
8263114	There are words, in any court.	1
6109411	Can you question the people you suspect of welfare fraud and ask them how much they earned, if anything?	1
7892628	--Stay means nothing but not go forward with.	1
6707464	person is, and what are they going --	1
2870320	What in that case, what statute were we interpreting?	1
9692	Let the judge do it?	1
6113824	If I...	1
2791991	procedure is played out.	1
209425	--Mr. Sutton, you reach an interesting conclusion if you put together the first and the second parts of your argument.	1
7406928	It doesn't have the implication that it's a waiver only as to Tribal Courts.	1
9065070	There would be immunity there?	1
6234791	reporting on a monthly basis, and in this case there was clearly you know, we have a hundred and twenty thousand dollars of unreported credit card tips in each of the two years involved here.	1
9189015	--Okay.	1
2115492	It might be useful to say they were wrong in--	1
8570721	Well, if you drew the line at the mechanics of awarding, I can understand your concern.	1
608389	Well, I guess we have held, though, several times that Congress meant to define very broadly when it enacted felon in possession of firearm statutes.	0
4406713	Are we bound by that determination?	1
4796534	would have...	1
6929735	Suppose I think they're right.	1
2194291	I mean, why is this worse than those?	1
3375936	I believe that would be unconstitutional, Your Honor.	1
6341238	Are there parochial schools that are members of this association?	1
2217986	person who's been convicted?	1
1731275	They should be subject to--	0
1068743	I'm...	1
533131	Isn't he also going to have to pay the sub in this case if the State is wrong?	1
9361538	Why not?	1
1557906	i-	1
8276815	things that you...	1
6961947	appropriate punishment.	1
171900	Well, i- the taxpayer is in a business that requires a lot of things.	0
8160649	Yes, Justice Ginsburg.	1
6211532	Well, I thought at its core it was about this rule that the Ninth Circuit adopted about closely related offenses.	1
453181	Well, but that's--	0
4438091	Is that correct?	1
424913	Right.	0
3349767	No. I say,	1
104376	circumstances.	1
4363778	You haven't interrupted anybody.	1
6837934	So the release was in response to that order of the Federal court?	1
812586	Well, it... it appeared, at least to me, to look to those areas where Congress required the Coast Guard to make regulations.	0
4933429	Yes. Yes, but --	1
6438737	Olson, would you address again the jurisdictional problem here? I mean, if if in fact the district court judge had discretion about what sentence to impose and could've and did exercise that discretion, do we have to be concerned about juris-	1
1735143	And I would have thought it was a much more general proposition, that if the Coast Guard adopted some general regulations in this area, that's enough, and that you wouldn't look to see how closely OSHA's regs matched in every detail the Coast Guard regs.	1
4306510	Wouldn't an arrest have been more intrusive?	1
2096700	Why... why then didn't you try to get an injunction in the district court in Alabama?	0
4797447	The Court remains in session.	1
9486211	They won't arrest someone for several charges?	1
9562922	It doesn't say it wasn't valid; it says specifically what you do.	1
6153928	Because?	1
890069	Well, I -- I understand.	0
3521770	Mr. Baker, are there not courts where something like this would come into the clerk's office, the signature is lacking, the clerk would say, well, it was filed within the ninety days, so we'll send it back with the letter, very much as this Court does.	1
602681	Well, but here... well, let's... let's get back to the... the relator.	0
1407367	I mean, Hawaii as a State has set up this scheme, and if the scheme were to permit voting by others, does that violate anything Congress has set out?	1
7988267	Of course, we have... we have so many references to God in our daily lives in this country.	1
8758786	Mhm.	1
1046321	So that's it for ozone.	1
5883104	--and how do you equate it with other exercises of such a right?	1
187256	It made the decision that it was probable cause.	0
6993657	But if it's owned by the state of New York, if it's been acquired somehow by the state, then what?	1
45102	I'm talking about 504.	0
9340168	They never did that, they didn't do it in the...	1
5746461	You are contending that you had no cause of action against the prime, that any cause of action against the prime for his breach of contract with you was suspended by the labor code.	1
3090127	--Justice Ginsburg, our position was that there was no need for national uniformity in the sense that the Court need not grant review to impose a national... national uniform rule.	1
1767400	advisory...	1
307507	Page 108 of the petition for cert.--	1
9072011	What we're asking you to speculate on is if the Government prevails and we say, fine, you can take the gas tank off, you don't have to have any degree of reasonable suspicion.	1
